vehicle_type,manufacturer,year,model,battery_code,replacement_type,technology,description,image_link
Passenger & SUV,Audi,2026,A1 35 TFSI S Line,652-AGM,Primary,AGM,Cover: CV | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: - | DIN CCA Amps: 760 | SAE CCA Amps: 760 | IEC CCA Amps: - | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A1 40 TFSI S Line,652-AGM,Primary,AGM,Cover: CV | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: - | DIN CCA Amps: 760 | SAE CCA Amps: 760 | IEC CCA Amps: - | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3,652-AGM,Primary,AGM,Cover: CV | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: - | DIN CCA Amps: 760 | SAE CCA Amps: 760 | IEC CCA Amps: - | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 1.0T FSI MT,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 1.0T FSI S tronic,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 1.4 T FSi MT,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 1.4 T FSi S Tronic,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 1.8,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 1.8 tfsi,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 1.8 Turbo,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 2.0 T FSi S Tronic,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 2.0 Tdi,652-AGM,Primary,AGM,Cover: CV | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: - | DIN CCA Amps: 760 | SAE CCA Amps: 760 | IEC CCA Amps: - | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 2.0 TDI S tronic,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 2.0T FSI MT,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Cabriolet 2.0 tfsi Ambition,652-AGM,Primary,AGM,Cover: CV | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: - | DIN CCA Amps: 760 | SAE CCA Amps: 760 | IEC CCA Amps: - | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Cabriolet 2.0T FSI S tronic,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Sedan 1.0T FSI MT,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Sedan 1.0T FSI S tronic,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Sedan 1.4T FSI MT,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Sedan 1.4T FSI S tronic,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Sedan 2.0 TDI S tronic,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Sedan 2.0T FSI MT,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Sedan 2.0T FSI S tronic,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Sedan 35 TFSI Black Edition,652-AGM,Primary,AGM,Cover: CV | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: - | DIN CCA Amps: 760 | SAE CCA Amps: 760 | IEC CCA Amps: - | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Sedan 35 TFSI S line,652,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: 110 | SANS CCA Amps: 400 | EN CCA Amps: 305 | DIN CCA Amps: 560.5 | SAE CCA Amps: 590 | IEC CCA Amps: 500 | Max length mm: 279 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/652.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Sportback,652-AGM,Primary,AGM,Cover: CV | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: - | DIN CCA Amps: 760 | SAE CCA Amps: 760 | IEC CCA Amps: - | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Sportback 1.0T FSI MT,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Sportback 1.0T FSI S tronic,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Sportback 1.2 tfsi s,652-AGM,Primary,AGM,Cover: CV | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: - | DIN CCA Amps: 760 | SAE CCA Amps: 760 | IEC CCA Amps: - | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Sportback 1.4 tfsi Attraction,652-AGM,Primary,AGM,Cover: CV | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: - | DIN CCA Amps: 760 | SAE CCA Amps: 760 | IEC CCA Amps: - | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Sportback 1.4T FSI MT,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Sportback 1.4T FSI S tronic,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Sportback 1.6 tdi,652-AGM,Primary,AGM,Cover: CV | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: - | DIN CCA Amps: 760 | SAE CCA Amps: 760 | IEC CCA Amps: - | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Sportback 2.0 TDi S Tronic,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Sportback 2.0T FSI MT,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Sportback 2.0T FSI S tronic,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Sportback 35 TFSI Black Edition,652-AGM,Primary,AGM,Cover: CV | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: - | DIN CCA Amps: 760 | SAE CCA Amps: 760 | IEC CCA Amps: - | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A3 Sportback 35 TFSI S line,652-AGM,Primary,AGM,Cover: CV | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: - | DIN CCA Amps: 760 | SAE CCA Amps: 760 | IEC CCA Amps: - | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A4 (Facelift),652,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: 110 | SANS CCA Amps: 400 | EN CCA Amps: 305 | DIN CCA Amps: 560.5 | SAE CCA Amps: 590 | IEC CCA Amps: 500 | Max length mm: 279 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/652.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A4 1.8,652-AGM,Primary,AGM,Cover: CV | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: - | DIN CCA Amps: 760 | SAE CCA Amps: 760 | IEC CCA Amps: - | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A4 1.8 tfsi s,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A4 2.0,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A4 2.0 TDi,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A4 3.0 TDi Quattro,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A4 3.0 TDi Quattro S-Tronic,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A4 Allroad 2.0 TDi Quattro S-Tonic,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A4 Allroad 2.0 TFSi Quattro S-Tonic,668-AGM,Primary,AGM,Cover: SMF | 20 Hr Capacity Ah: 80 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: 800 | DIN CCA Amps: - | SAE CCA Amps: - | IEC CCA Amps: - | Max length mm: 315 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A4 Avant 1.8 T,646,Primary,EFB,Cover: SMF | 20 Hr Capacity Ah: 60 | Reserve Capacity Minutes: 90 | SANS CCA Amps: 325 | EN CCA Amps: 250 | DIN CCA Amps: 427.5 | SAE CCA Amps: 450 | IEC CCA Amps: 395 | Max length mm: 244 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue\Willard/646.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A4 Avant 1.8 TFSi S,652-AGM,Primary,AGM,Cover: CV | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: - | DIN CCA Amps: 760 | SAE CCA Amps: 760 | IEC CCA Amps: - | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
Passenger & SUV,Audi,2026,A4 Avant 2.0 TDi S,652-AGM,Primary,AGM,Cover: CV | 20 Hr Capacity Ah: 70 | Reserve Capacity Minutes: - | SANS CCA Amps: - | EN CCA Amps: - | DIN CCA Amps: 760 | SAE CCA Amps: 760 | IEC CCA Amps: - | Max length mm: 278 | Overall width mm: 175 | Overall height mm: 190,https://images.ecatonline.co.za/EcatApi/Image?DisplayLarge=true&ImagePath=(PATHUPLOAD)\__upload\AutoX\Catalogue/default-willard-battery.png&MaxImageWidth=400&MaxImageHeigth=400
